HSCode,Commodity,value,country,year
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",0.0,BULGARIA,2023
83,MISCELLANEOUS ARTICLES OF BASE METAL.,0.02,BULGARIA,2023
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",4.02,BULGARIA,2023
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",3.4,BULGARIA,2023
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",,BULGARIA,2023
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",,BULGARIA,2023
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",4.51,BULGARIA,2023
91,CLOCKS AND WATCHES AND PARTS THEREOF.,,BULGARIA,2023
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.01,BULGARIA,2023
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,,BULGARIA,2023
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",0.0,BULGARIA,2023
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",0.1,BULGARIA,2023
96,MISCELLANEOUS MANUFACTURED ARTICLES.,,BULGARIA,2023
98,PROJECT GOODS; SOME SPECIAL USES.,0.02,BULGARIA,2023
99,MISCELLANEOUS GOODS.,,BULGARIA,2023
08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,10.36,BURKINA FASO,2023
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",9.77,BURKINA FASO,2023
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,,BURKINA FASO,2023
17,SUGARS AND SUGAR CONFECTIONERY.,,BURKINA FASO,2023
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,,BURKINA FASO,2023
52,COTTON.,,BURKINA FASO,2023
76,ALUMINIUM AND ARTICLES THEREOF.,,BURKINA FASO,2023
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",,BURUNDI,2023
79,ZINC AND ARTICLES THEREOF.,,BURUNDI,2023
